locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SGL_RS15260,sufD,NC_000911.1,slr0076,2874164,2875525,+,Fe-S cluster assembly protein SufD,"Post-translational modification, protein turnover, and chaperones",,Op762
SGL_RS15265,SGL_RS15265,NC_000911.1,slr0077,2875593,2876855,+,SufS family cysteine desulfurase,Amino acid transport and metabolism,,Op762
SGL_RS15270,SGL_RS15270,NC_000911.1,sll0086,2876845,2878035,-,TRC40/GET3/ArsA family transport-energizing ATPase,Inorganic ion transport and metabolism,,Op2476
SGL_RS15275,SGL_RS15275,NC_000911.1,sll0085,2878078,2879289,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op1011
SGL_RS15280,SGL_RS15280,NC_000911.1,sll0084,2879286,2879855,-,HAD family hydrolase,Carbohydrate transport and metabolism,,Op1011
SGL_RS15285,gmhA,NC_000911.1,sll0083,2879965,2880549,-,D-sedoheptulose 7-phosphate isomerase,Carbohydrate transport and metabolism,A0A6P1VJ94_9SYNC,Op935
SGL_RS15290,queD,NC_000911.1,slr0078,2880766,2881155,+,6-carboxytetrahydropterin synthase QueD,Nucleotide transport and metabolism,,Op2291
SGL_RS15295,SGL_RS15295,NC_000911.1,slr0079,2881378,2883819,+,GspE/PulE family protein,Cell motility,,Op996
SGL_RS15300,SGL_RS15300,NC_000911.1,sll0082,2883920,2884276,-,hypothetical protein,No COG annotation,,Op654
SGL_RS15305,rnhA,NC_000911.1,slr0080,2884357,2884839,+,ribonuclease HI,"Replication, recombination and repair",,Op2132
SGL_RS15310,SGL_RS15310,NC_000911.1,slr0081,2885022,2885810,+,response regulator transcription factor,Signal transduction mechanisms,,Op391
SGL_RS15315,rimO,NC_000911.1,slr0082,2886182,2887513,+,30S ribosomal protein S12 methylthiotransferase RimO,"Translation, ribosomal structure and biogenesis",,Op1428
SGL_RS15320,SGL_RS15320,NC_000911.1,slr0083,2887644,2889122,+,DEAD/DEAH box helicase,"Translation, ribosomal structure and biogenesis",,Op779
SGL_RS15325,argC,NC_000911.1,sll0080,2889265,2890320,-,N-acetyl-gamma-glutamyl-phosphate reductase,Amino acid transport and metabolism,,Op2566
SGL_RS15330,hisH,NC_000911.1,slr0084,2890566,2891198,+,imidazole glycerol phosphate synthase subunit HisH,Amino acid transport and metabolism,,Op1219
SGL_RS15335,thrS,NC_000911.1,sll0078,2891201,2893012,-,threonine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op1965
SGL_RS15340,SGL_RS15340,NC_000911.1,slr0086,2893184,2894779,+,Hsp70 family protein,"Post-translational modification, protein turnover, and chaperones",,Op2275
SGL_RS15345,SGL_RS15345,NC_000911.1,slr0088,2894946,2896574,+,FAD-dependent oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2656
SGL_RS15350,SGL_RS15350,NC_000911.1,slr0089,2896726,2897610,+,methyltransferase domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op576
SGL_RS15355,hppD,NC_000911.1,slr0090,2897634,2898653,+,4-hydroxyphenylpyruvate dioxygenase,Amino acid transport and metabolism,,Op576
SGL_RS15360,SGL_RS15360,NC_000911.1,slr0091,2898710,2900080,+,aldehyde dehydrogenase family protein,Energy production and conversion,,Op339
SGL_RS15365,SGL_RS15365,NC_000911.1,slr0092,2900089,2900862,+,TIGR04283 family arsenosugar biosynthesis glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op339
SGL_RS15370,SGL_RS15370,NC_000911.1,slr0093,2900980,2901978,+,DnaJ C-terminal domain-containing protein,"Post-translational modification, protein turnover, and chaperones",,Op856
SGL_RS15375,SGL_RS15375,NC_000911.1,slr0095,2902007,2902669,+,class I SAM-dependent methyltransferase,Function unknown,,Op856
SGL_RS15380,SGL_RS15380,NC_000911.1,slr0096,2902831,2904501,+,SulP family inorganic anion transporter,"Intracellular trafficking, secretion, and vesicular transport",,Op1604
SGL_RS15385,SGL_RS15385,NC_000911.1,slr0498,2904618,2905235,+,potassium channel family protein,"Intracellular trafficking, secretion, and vesicular transport",,Op1604
SGL_RS20170,SGL_RS20170,NC_000911.1,,2905335,2905457,-,hypothetical protein,No COG annotation,,
SGL_RS15390,SGL_RS15390,NC_000911.1,sll0489,2905482,2906510,-,ABC transporter ATP-binding protein,Defense mechanisms,,Op792
SGL_RS15395,hisB,NC_000911.1,slr0500,2906797,2907429,+,imidazoleglycerol-phosphate dehydratase HisB,Amino acid transport and metabolism,A0A6P1VMZ3_9SYNC,Op977
SGL_RS15400,SGL_RS15400,NC_000911.1,sll0488,2907447,2908058,-,Uma2 family endonuclease,Function unknown,,Op2210
SGL_RS15405,SGL_RS15405,NC_000911.1,sll0487,2908175,2909383,-,methyltransferase domain-containing protein,Coenzyme transport and metabolism,,Op2512
SGL_RS15410,SGL_RS15410,NC_000911.1,sll0486,2909493,2909801,-,circadian clock KaiB family protein,Signal transduction mechanisms,,Op297
SGL_RS15415,SGL_RS15415,NC_000911.1,sll0485,2909975,2910895,-,response regulator,Signal transduction mechanisms,,Op1091
SGL_RS15420,SGL_RS15420,NC_000911.1,sll0484,2911122,2911859,-,DevA family ABC transporter ATP-binding protein,Defense mechanisms,,Op1847
SGL_RS15425,cobW,NC_000911.1,slr0502,2911990,2913048,+,cobalamin biosynthesis protein CobW,Function unknown,,Op644
SGL_RS15430,SGL_RS15430,NC_000911.1,slr0503,2913111,2914124,+,Ycf66 family protein,No COG annotation,,Op543
SGL_RS15435,SGL_RS15435,NC_000911.1,slr0505,2914185,2914706,+,PD40 domain-containing protein,"Intracellular trafficking, secretion, and vesicular transport",,Op543
SGL_RS15440,SGL_RS15440,NC_000911.1,slr0506,2914828,2915796,+,protochlorophyllide reductase,Lipid transport and metabolism,,Op963
SGL_RS15445,SGL_RS15445,NC_000911.1,sll0482,2915853,2917010,-,DUF2974 domain-containing protein,Lipid transport and metabolism,,Op1611
SGL_RS15450,SGL_RS15450,NC_000911.1,sll0481,2916997,2917464,-,hypothetical protein,No COG annotation,,Op1611
SGL_RS15455,SGL_RS15455,NC_000911.1,sll0480,2917536,2918774,-,LL-diaminopimelate aminotransferase,Amino acid transport and metabolism,,Op2582
SGL_RS15460,SGL_RS15460,NC_000911.1,slr0509,2918957,2919574,+,DedA family protein,Function unknown,A0A6P1VM77_9SYNC,Op1061
SGL_RS15465,SGL_RS15465,NC_000911.1,slr0510,2919706,2921223,+,mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis,,Op1902
SGL_RS19275,SGL_RS19275,NC_000911.1,,2921446,2921595,+,IS701 family transposase,"Replication, recombination and repair",,
SGL_RS15470,SGL_RS15470,NC_000911.1,slr0511,2921660,2922439,+,IS5 family transposase,No COG annotation,,Op29
SGL_RS15475,SGL_RS15475,NC_000911.1,,2922485,2922769,+,hypothetical protein,No COG annotation,,
SGL_RS15480,SGL_RS15480,NC_000911.1,sll0479,2922907,2923359,-,biopolymer transporter ExbD,"Intracellular trafficking, secretion, and vesicular transport",,Op487
SGL_RS15485,SGL_RS15485,NC_000911.1,sll0478,2923356,2923799,-,biopolymer transporter ExbD,"Intracellular trafficking, secretion, and vesicular transport",,Op487
SGL_RS15490,SGL_RS15490,NC_000911.1,sll0477,2923803,2924567,-,MotA/TolQ/ExbB proton channel family protein,"Intracellular trafficking, secretion, and vesicular transport",,Op487
SGL_RS15495,SGL_RS15495,NC_000911.1,slr0513,2924779,2925819,+,Fe(3+) ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,Op890
SGL_RS15500,SGL_RS15500,NC_000911.1,slr0514,2925992,2926786,+,hypothetical protein,No COG annotation,,Op1269
SGL_RS15505,SGL_RS15505,NC_000911.1,slr0516,2926783,2927283,+,pentapeptide repeat-containing protein,Function unknown,,Op1269
SGL_RS15510,SGL_RS15510,NC_000911.1,sll0474,2927280,2929700,-,ATP-binding protein,Signal transduction mechanisms,,Op446
SGL_RS15515,SGL_RS15515,NC_000911.1,sll0473,2929703,2930692,-,ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,,Op446
SGL_RS15520,SGL_RS15520,NC_000911.1,slr0517,2930768,2931382,+,GNAT family N-acetyltransferase,Transcription,,Op648
SGL_RS19060,SGL_RS19060,NC_000911.1,,2931476,2932009,+,AbfB domain-containing protein,No COG annotation,,
SGL_RS15525,purS,NC_000911.1,slr0519,2932211,2932513,+,phosphoribosylformylglycinamidine synthase subunit PurS,Nucleotide transport and metabolism,,Op2130
SGL_RS15530,purQ,NC_000911.1,slr0520,2932510,2933184,+,phosphoribosylformylglycinamidine synthase subunit PurQ,Nucleotide transport and metabolism,,Op2130
SGL_RS15535,SGL_RS15535,NC_000911.1,slr0521,2933243,2934172,+,EamA family transporter,Amino acid transport and metabolism,,Op1023
SGL_RS15540,SGL_RS15540,NC_000911.1,slr0522,2934430,2935320,+,hypothetical protein,Function unknown,,Op1405
SGL_RS15545,SGL_RS15545,NC_000911.1,sll0471,2935471,2937525,-,FAD-dependent oxidoreductase,Amino acid transport and metabolism,,Op2451
SGL_RS15550,SGL_RS15550,NC_000911.1,sll0470,2937748,2938308,-,DUF2808 domain-containing protein,Function unknown,,Op1815
SGL_RS15555,SGL_RS15555,NC_000911.1,sll0469,2938630,2939631,-,ribose-phosphate pyrophosphokinase,Nucleotide transport and metabolism,,Op1341
SGL_RS15560,bioD,NC_000911.1,slr0523,2939802,2940515,+,dethiobiotin synthase,Coenzyme transport and metabolism,,Op1891
SGL_RS15565,queA,NC_000911.1,sll0467,2940566,2941666,-,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,Nucleotide transport and metabolism,,Op57
SGL_RS15570,SGL_RS15570,NC_000911.1,sll0597,2941756,2942883,-,AI-2E family transporter,Function unknown,,Op851
SGL_RS15575,SGL_RS15575,NC_000911.1,sll0596,2943000,2943734,-,creatininase family protein,Function unknown,,Op727
SGL_RS15580,SGL_RS15580,NC_000911.1,sll0595,2943770,2944201,-,hypothetical protein,No COG annotation,,Op727
SGL_RS15585,SGL_RS15585,NC_000911.1,sll0594,2944272,2944889,-,Crp/Fnr family transcriptional regulator,Transcription,,Op2263
SGL_RS15590,glk,NC_000911.1,sll0593,2945070,2946137,-,glucokinase,Nucleotide transport and metabolism,,Op1233
SGL_RS15595,SGL_RS15595,NC_000911.1,slr0615,2946344,2948086,+,ABC transporter ATP-binding protein,Defense mechanisms,,Op1420
SGL_RS15600,SGL_RS15600,NC_000911.1,slr0616,2948563,2949819,+,MFS transporter,Amino acid transport and metabolism,,Op2357
SGL_RS15605,SGL_RS15605,NC_000911.1,ssr1038,2950107,2950343,+,hypothetical protein,No COG annotation,,Op617
SGL_RS15610,SGL_RS15610,NC_000911.1,slr0617,2951099,2952454,+,chloride channel protein,No COG annotation,,Op1511
SGL_RS15615,SGL_RS15615,NC_000911.1,sll0590,2952561,2954255,-,mechanosensitive ion channel family protein,No COG annotation,,Op1760
SGL_RS19485,SGL_RS19485,NC_000911.1,,2954344,2954502,+,hypothetical protein,No COG annotation,,
SGL_RS15620,cobQ,NC_000911.1,slr0618,2954593,2956089,+,cobyric acid synthase CobQ,Coenzyme transport and metabolism,,Op325
SGL_RS15625,SGL_RS15625,NC_000911.1,slr0619,2956107,2957153,+,amidohydrolase family protein,No COG annotation,,Op325
SGL_RS15630,SGL_RS15630,NC_000911.1,ssr1041,2957125,2957364,+,2Fe-2S iron-sulfur cluster-binding protein,Energy production and conversion,,Op1259
SGL_RS15635,SGL_RS15635,NC_000911.1,sll0588,2957479,2957901,-,hypothetical protein,No COG annotation,,Op2069
SGL_RS15640,pyk,NC_000911.1,sll0587,2958036,2959487,-,pyruvate kinase,Nucleotide transport and metabolism,,Op640
SGL_RS15645,SGL_RS15645,NC_000911.1,sll0586,2959530,2960756,-,NAD(P)/FAD-dependent oxidoreductase,Function unknown,,Op2125
SGL_RS15650,trxA,NC_000911.1,slr0623,2961120,2961443,+,thioredoxin,"Post-translational modification, protein turnover, and chaperones",A0A6P1VNA1_9SYNC,Op1770
SGL_RS15655,SGL_RS15655,NC_000911.1,sll0585,2961619,2962647,-,asparaginase,Amino acid transport and metabolism,,Op1982
SGL_RS15660,SGL_RS15660,NC_000911.1,sll0584,2962706,2963227,-,CGLD27 family protein,Function unknown,,Op2189
SGL_RS15665,wecB,NC_000911.1,slr0624,2963397,2964512,+,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Carbohydrate transport and metabolism,,Op582
SGL_RS15670,SGL_RS15670,NC_000911.1,slr0625,2964570,2966033,+,sodium/glutamate symporter,Amino acid transport and metabolism,,Op2313
SGL_RS15675,aroH,NC_000911.1,sll0109,2966154,2966537,-,chorismate mutase,Amino acid transport and metabolism,,Op1130
SGL_RS15680,SGL_RS15680,NC_000911.1,slr0626,2966741,2967931,+,tetratricopeptide repeat protein,Cell wall/membrane/envelope biogenesis,,Op2510
SGL_RS15685,SGL_RS15685,NC_000911.1,slr0099,2968175,2969188,+,IS701 family transposase,"Replication, recombination and repair",,Op1234
SGL_RS15695,SGL_RS15695,NC_000911.1,sll0108,2969677,2971200,-,ammonium transporter,Inorganic ion transport and metabolism,,Op1969
SGL_RS15700,SGL_RS15700,NC_000911.1,sll0107,2971475,2972167,-,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,Carbohydrate transport and metabolism,,Op1925
SGL_RS15705,SGL_RS15705,NC_000911.1,slr0103,2972215,2973222,+,hypothetical protein,No COG annotation,,Op1613
SGL_RS15710,SGL_RS15710,NC_000911.1,slr0104,2973268,2975703,+,HD family phosphohydrolase,Function unknown,A0A6P1VJD6_9SYNC,Op255
SGL_RS15715,SGL_RS15715,NC_000911.1,sll0103,2975741,2977003,-,VWA domain-containing protein,Function unknown,,Op2221
SGL_RS15720,SGL_RS15720,NC_000911.1,sll0102,2977086,2978162,-,hypothetical protein,No COG annotation,,Op213
SGL_RS15725,SGL_RS15725,NC_000911.1,slr0105,2978508,2979896,+,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",,Op2055
SGL_RS15730,SGL_RS15730,NC_000911.1,slr0106,2979896,2980600,+,hypothetical protein,Transcription,,Op2055
SGL_RS15735,SGL_RS15735,NC_000911.1,sll0101,2980659,2980967,-,hypothetical protein,No COG annotation,,Op2185
SGL_RS15740,SGL_RS15740,NC_000911.1,sll0100,2981009,2982190,-,M20 family metallopeptidase,Function unknown,,Op938
SGL_RS15745,SGL_RS15745,NC_000911.1,sll0099,2982289,2983566,-,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,Coenzyme transport and metabolism,,Op1165
SGL_RS15750,rlmN,NC_000911.1,sll0098,2983695,2984747,-,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,"Translation, ribosomal structure and biogenesis",,Op2005
SGL_RS15760,SGL_RS15760,NC_000911.1,slr0108,2984991,2986241,+,AsnC family protein,No COG annotation,,Op828
SGL_RS15765,SGL_RS15765,NC_000911.1,slr0109,2986238,2987194,+,mechanosensitive ion channel family protein,No COG annotation,,Op828
SGL_RS15770,SGL_RS15770,NC_000911.1,sll0096,2987263,2988609,-,CIA30 family protein,Carbohydrate transport and metabolism,,Op1063
SGL_RS15775,SGL_RS15775,NC_000911.1,sll0095,2988807,2990510,-,AarF/ABC1/UbiB kinase family protein,Function unknown,,Op649
SGL_RS15780,SGL_RS15780,NC_000911.1,sll0094,2990525,2991898,-,HAMP domain-containing sensor histidine kinase,Signal transduction mechanisms,,Op649
SGL_RS15785,SGL_RS15785,NC_000911.1,slr0110,2992055,2992690,+,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",A0A6P1VI72_9SYNC,Op194
SGL_RS15790,SGL_RS15790,NC_000911.1,slr0111,2992802,2993323,+,hypothetical protein,No COG annotation,,Op1881
SGL_RS15795,SGL_RS15795,NC_000911.1,slr0112,2993511,2994062,+,hypothetical protein,No COG annotation,,Op2179
SGL_RS15800,SGL_RS15800,NC_000911.1,slr0114,2994188,2995717,+,PP2C family protein-serine/threonine phosphatase,No COG annotation,,Op273
SGL_RS15805,rpaA,NC_000911.1,slr0115,2995908,2996633,+,two component system response regulator RpaA,Signal transduction mechanisms,A0A6P1VLZ3_9SYNC,Op2452
SGL_RS15810,SGL_RS15810,NC_000911.1,slr0116,2996695,2997441,+,phycocyanobilin:ferredoxin oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2682
SGL_RS20010,SGL_RS20010,NC_000911.1,,2997811,2998080,-,transposase,No COG annotation,,
SGL_RS20015,SGL_RS20015,NC_000911.1,,2998239,2998925,-,IS701 family transposase,"Replication, recombination and repair",,
SGL_RS15825,thiC,NC_000911.1,slr0118,2999181,3000560,+,phosphomethylpyrimidine synthase,Coenzyme transport and metabolism,A0A6P1VM95_9SYNC,Op1132
SGL_RS15830,SGL_RS15830,NC_000911.1,slr0119,3000786,3001742,+,YihY/virulence factor BrkB family protein,Function unknown,,Op1526
SGL_RS15835,SGL_RS15835,NC_000911.1,slr0120,3002075,3002797,+,TrmJ/YjtD family RNA methyltransferase,"Translation, ribosomal structure and biogenesis",,Op1755
SGL_RS15840,SGL_RS15840,NC_000911.1,slr0121,3002966,3004453,+,class A beta-lactamase,Defense mechanisms,,Op1890
SGL_RS15845,ppk1,NC_000911.1,sll0290,3004454,3006640,-,polyphosphate kinase 1,Inorganic ion transport and metabolism,A0A6P1VPC0_9SYNC,Op1271
SGL_RS15850,SGL_RS15850,NC_000911.1,,3006809,3007003,+,hypothetical protein,No COG annotation,,
SGL_RS15855,SGL_RS15855,NC_000911.1,,3007049,3007270,-,hypothetical protein,No COG annotation,,
SGL_RS15860,minE,NC_000911.1,ssl0546,3007280,3007573,-,cell division topological specificity factor MinE,"Cell cycle control, cell division, chromosome partitioning",A0A6P1VI82_9SYNC,Op207
SGL_RS15865,minD,NC_000911.1,sll0289,3007631,3008431,-,septum site-determining protein MinD,"Cell cycle control, cell division, chromosome partitioning",A0A6P1VJF7_9SYNC,Op207
SGL_RS15870,minC,NC_000911.1,sll0288,3008508,3009251,-,septum site-determining protein MinC,"Cell cycle control, cell division, chromosome partitioning",A0A6P1VJ93_9SYNC,Op207
SGL_RS15875,SGL_RS15875,NC_000911.1,slr0298,3009463,3010095,+,FHA domain-containing protein,Signal transduction mechanisms,,Op1394
SGL_RS15880,SGL_RS15880,NC_000911.1,slr0299,3010157,3010864,+,CatA-like O-acetyltransferase,No COG annotation,,Op2517
SGL_RS15885,SGL_RS15885,NC_000911.1,slr0300,3010840,3011424,+,Uma2 family endonuclease,No COG annotation,,Op1615
SGL_RS15890,ppsA,NC_000911.1,slr0301,3011672,3014128,+,pyruvate%2C water dikinase,Nucleotide transport and metabolism,,Op1186
SGL_RS15895,SGL_RS15895,NC_000911.1,slr0302,3014390,3016696,+,diguanylate cyclase,Signal transduction mechanisms,,Op1973
SGL_RS15900,arsM,NC_000911.1,slr0303,3017183,3018151,+,arsenosugar biosynthesis arsenite methyltransferase ArsM,"Secondary metabolites biosynthesis, transport, and catabolism",E1ANH3_9SYNC,Op2140
SGL_RS15905,arsS,NC_000911.1,slr0304,3018204,3019214,+,arsenosugar biosynthesis radical SAM protein ArsS,Function unknown,,Op947
SGL_RS15910,SGL_RS15910,NC_000911.1,slr0305,3019261,3019890,+,TVP38/TMEM64 family protein,Function unknown,,Op1968
SGL_RS15915,SGL_RS15915,NC_000911.1,slr0306,3020301,3021821,+,bifunctional metallophosphatase/5'-nucleotidase,Nucleotide transport and metabolism,,Op548
SGL_RS15920,SGL_RS15920,NC_000911.1,sll0286,3021893,3022408,-,GNAT family N-acetyltransferase,Transcription,,Op1391
SGL_RS15925,SGL_RS15925,NC_000911.1,sll0284,3022532,3024271,-,ATP-binding protein,Function unknown,,Op1933
SGL_RS15930,SGL_RS15930,NC_000911.1,sll0283,3024508,3025746,-,hypothetical protein,No COG annotation,,Op787
SGL_RS15935,SGL_RS15935,NC_000911.1,slr0309,3026236,3027657,+,radical SAM protein,Energy production and conversion,,Op2310
SGL_RS15945,SGL_RS15945,NC_000911.1,sll0282,3028501,3029466,-,hypothetical protein,No COG annotation,,Op1373
SGL_RS15950,SGL_RS15950,NC_000911.1,sll0281,3029483,3030655,-,DUF1822 family protein,No COG annotation,,Op1373
SGL_RS15955,SGL_RS15955,NC_000911.1,sll0280,3030725,3031828,-,hypothetical protein,No COG annotation,,Op1025
SGL_RS19350,SGL_RS19350,NC_000911.1,,3031827,3031988,+,hypothetical protein,No COG annotation,,
SGL_RS15960,SGL_RS15960,NC_000911.1,slr0311,3032496,3034775,+,PAS domain S-box protein,No COG annotation,,Op1071
SGL_RS15965,SGL_RS15965,NC_000911.1,slr0312,3034783,3035412,+,response regulator transcription factor,Signal transduction mechanisms,A0A6P1VL37_9SYNC,Op1071
SGL_RS15970,SGL_RS15970,NC_000911.1,slr0313,3035634,3036191,+,DsbA family protein,"Post-translational modification, protein turnover, and chaperones",,Op2614
SGL_RS15975,SGL_RS15975,NC_000911.1,slr0314,3036234,3037064,+,alpha/beta hydrolase,Lipid transport and metabolism,,Op2248
SGL_RS15980,SGL_RS15980,NC_000911.1,slr0315,3037310,3038044,+,SDR family oxidoreductase,Function unknown,,Op2437
SGL_RS15985,SGL_RS15985,NC_000911.1,slr0316,3038375,3039166,+,CPBP family intramembrane metalloprotease,Function unknown,,Op714
SGL_RS15995,SGL_RS15995,NC_000911.1,slr0317,3039858,3040721,+,SDR family oxidoreductase,Carbohydrate transport and metabolism,,Op2078
SGL_RS19490,SGL_RS19490,NC_000911.1,,3040791,3040955,+,hypothetical protein,No COG annotation,,
SGL_RS16000,SGL_RS16000,NC_000911.1,slr0318,3041014,3041415,+,RidA family protein,"Translation, ribosomal structure and biogenesis",,Op2296
SGL_RS16005,blaOXA,NC_000911.1,slr0319,3041494,3042408,+,class D beta-lactamase,Defense mechanisms,,Op1336
SGL_RS16015,map,NC_000911.1,slr0786,3042789,3043613,+,type I methionyl aminopeptidase,"Translation, ribosomal structure and biogenesis",,Op871
SGL_RS19080,SGL_RS19080,NC_000911.1,,3043636,3043926,-,Rpn family recombination-promoting nuclease/putative transposase,Function unknown,,
SGL_RS16020,SGL_RS16020,NC_000911.1,,3044055,3044438,-,PIN domain-containing protein,No COG annotation,A0A6P1VJV9_9SYNC,
SGL_RS16025,SGL_RS16025,NC_000911.1,,3044419,3044655,-,type II toxin-antitoxin system Phd/YefM family antitoxin,No COG annotation,,
SGL_RS16030,SGL_RS16030,NC_000911.1,slr0787,3044833,3045852,+,bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase,Nucleotide transport and metabolism,A0A6P1VL53_9SYNC,Op1401
SGL_RS16035,SGL_RS16035,NC_000911.1,slr0788,3045877,3047265,+,nicotinate phosphoribosyltransferase,Coenzyme transport and metabolism,,Op1401
SGL_RS16040,SGL_RS16040,NC_000911.1,slr0789,3047909,3048271,+,HPP family protein,No COG annotation,,Op1433
SGL_RS16045,SGL_RS16045,NC_000911.1,slr0790,3048399,3048635,+,UmuC protein,No COG annotation,,Op1433
SGL_RS16050,SGL_RS16050,NC_000911.1,sll0798,3048902,3050266,-,ATP-binding protein,Signal transduction mechanisms,,Op220
SGL_RS16055,SGL_RS16055,NC_000911.1,sll0797,3050263,3050967,-,response regulator transcription factor,Transcription,,Op220
SGL_RS16060,SGL_RS16060,NC_000911.1,slr0793,3051089,3051733,+,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,,Op421
SGL_RS16065,SGL_RS16065,NC_000911.1,slr0794,3051772,3054936,+,CusA/CzcA family heavy metal efflux RND transporter,Inorganic ion transport and metabolism,,Op421
SGL_RS16070,SGL_RS16070,NC_000911.1,slr0795,3055016,3055699,+,glycoside hydrolase family protein,Carbohydrate transport and metabolism,,Op421
SGL_RS16075,SGL_RS16075,NC_000911.1,slr0796,3055814,3057151,+,MFS transporter,Amino acid transport and metabolism,,Op2441
SGL_RS16080,SGL_RS16080,NC_000911.1,sll0794,3057217,3058329,-,precorrin-8X methylmutase,No COG annotation,,Op2690
SGL_RS16085,SGL_RS16085,NC_000911.1,slr0797,3058411,3060339,+,heavy metal translocating P-type ATPase,No COG annotation,,Op200
SGL_RS16090,SGL_RS16090,NC_000911.1,sll0793,3060469,3060795,-,YnfA family protein,No COG annotation,,Op1070
SGL_RS16095,ziaR,NC_000911.1,sll0792,3060807,3061205,-,Zn(II)-sensing metalloregulatory transcriptional repressor ZiaR,Transcription,A0A6P1VIE1_9SYNC,Op1070
SGL_RS16100,SGL_RS16100,NC_000911.1,slr0798,3061357,3063522,+,heavy metal translocating P-type ATPase,Inorganic ion transport and metabolism,A0A6P1VJL4_9SYNC,Op2359
SGL_RS16105,SGL_RS16105,NC_000911.1,sll0790,3063549,3064925,-,ATP-binding protein,Signal transduction mechanisms,,Op482
SGL_RS16110,SGL_RS16110,NC_000911.1,sll0789,3064912,3065610,-,response regulator transcription factor,Transcription,,Op482
SGL_RS16115,SGL_RS16115,NC_000911.1,sll0788,3065617,3066207,-,DUF305 domain-containing protein,Function unknown,,Op482
SGL_RS19085,SGL_RS19085,NC_000911.1,,3066429,3066708,+,IS5 family transposase,"Replication, recombination and repair",,
SGL_RS16130,SGL_RS16130,NC_000911.1,ssl1464,3067358,3067648,-,MSMEG_0570 family nitrogen starvation response protein,Inorganic ion transport and metabolism,,Op226
SGL_RS16135,SGL_RS16135,NC_000911.1,sll0787,3067652,3068620,-,sll0787 family AIR synthase-like protein,Function unknown,,Op226
SGL_RS16140,SGL_RS16140,NC_000911.1,sll0786,3068630,3069148,-,GNAT family N-acetyltransferase,Transcription,,Op226
SGL_RS16145,SGL_RS16145,NC_000911.1,sll0785,3069162,3070250,-,MSMEG_0568 family radical SAM protein,Function unknown,,Op226
SGL_RS16150,SGL_RS16150,NC_000911.1,sll0784,3070281,3071306,-,Nit6803 family nitriliase,Function unknown,,Op226
SGL_RS16155,SGL_RS16155,NC_000911.1,sll0783,3071459,3071941,-,MSMEG_0572 family nitrogen starvation response protein,Function unknown,A0A6P1VN94_9SYNC,Op2522
SGL_RS16160,SGL_RS16160,NC_000911.1,slr0801,3072406,3073656,+,MSMEG_0569 family flavin-dependent oxidoreductase,Inorganic ion transport and metabolism,,Op503
SGL_RS16165,SGL_RS16165,NC_000911.1,sll0782,3073629,3074738,-,LuxR C-terminal-related transcriptional regulator,Transcription,,Op1758
SGL_RS16170,SGL_RS16170,NC_000911.1,sll0781,3075110,3075577,-,DUF1348 family protein,Function unknown,,Op240
SGL_RS19095,SGL_RS19095,NC_000911.1,,3075546,3075848,-,hypothetical protein,No COG annotation,,
SGL_RS16175,SGL_RS16175,NC_000911.1,sll0779,3075896,3078550,-,PAS domain S-box protein,Transcription,,Op1416
SGL_RS16180,SGL_RS16180,NC_000911.1,sll0778,3078838,3081204,-,ATP-binding cassette domain-containing protein,No COG annotation,,Op1883
SGL_RS16185,SGL_RS16185,NC_000911.1,sll0777,3081264,3082133,-,D-alanyl-D-alanine carboxypeptidase family protein,Cell wall/membrane/envelope biogenesis,,Op129
SGL_RS16190,SGL_RS16190,NC_000911.1,sll0776,3082151,3083668,-,protein kinase,Transcription,,Op129
SGL_RS16195,SGL_RS16195,NC_000911.1,sll0775,3083746,3084123,-,DUF4189 domain-containing protein,No COG annotation,,Op2505
SGL_RS18430,SGL_RS18430,NC_000911.1,,3084421,3084585,+,YqaE/Pmp3 family membrane protein,Function unknown,A0A6P1VNA5_9SYNC,
SGL_RS16205,SGL_RS16205,NC_000911.1,slr0697,3084677,3088435,+,hydantoinase B/oxoprolinase family protein,Amino acid transport and metabolism,,Op1907
